0,1
2.2528e-05,1
0.00013517,1
0.00069837,1
0.0035144,0.99994
0.017594,0.99862
0.087994,0.96585
0.30132,0.62858
0.56608,-0.083087
0.85952,-0.758
1.1404,-0.87477
1.4375,-0.38189
1.5776,-0.029138
1.7178,0.31942
2.0051,0.78435
2.1491,0.81326
2.2931,0.69534
2.5804,0.14187
2.6531,-0.027422
2.7257,-0.19315
3.0196,-0.68106
3.1657,-0.74297
3.3119,-0.66577
3.6043,-0.18774
3.6778,-0.033253
3.7514,0.12071
4.0506,0.59839
4.3484,0.61625
4.6592,0.16494
4.7339,0.022705
4.8086,-0.11866
5.1138,-0.55101
5.2657,-0.60974
5.4176,-0.54525
5.7218,-0.13189
5.7982,0.00024648
5.8746,0.13048
6.1861,0.51247
6.341,0.55051
6.4959,0.47338
6.8064,0.068942
6.8455,0.0074492
6.8847,-0.053694
7.0804,-0.32615
7.3975,-0.49811
7.7215,-0.24899
8.0369,0.18369
8.3789,0.45009
8.4193,0.45317
8.4596,0.44968
8.6615,0.34018
8.9841,-0.037899
9.3151,-0.36685
9.4796,-0.41032
9.644,-0.35694
9.9732,-0.039169
9.9939,-0.015007
10.015,0.0091191
10.118,0.12602
10.455,0.36433
10.539,0.37136
10.623,0.3553
10.96,0.10436
11.043,0.016653
11.127,-0.07071
11.47,-0.32058
11.641,-0.33016
11.812,-0.25671
12.156,0.042292
12.505,0.28501
12.679,0.30133
12.853,0.23857
13.203,-0.034678
13.558,-0.25854
13.736,-0.27231
13.914,-0.21184
14.271,0.043262
14.633,0.23975
14.814,0.24257
14.996,0.17714
15.361,-0.065074
15.733,-0.22433
15.826,-0.22489
15.918,-0.20861
16.291,-0.018314
16.302,-0.010868
16.314,-0.0034254
16.371,0.033432
16.66,0.17778
16.849,0.20524
17.038,0.16926
17.415,-0.025737
17.796,-0.17928
17.892,-0.18608
17.988,-0.17764
18.374,-0.025646
18.422,-0.00030769
18.47,0.02481
18.71,0.13017
19.103,0.14873
19.509,-0.016283
19.901,-0.14736
20.001,-0.1527
20.101,-0.1445
20.503,-0.010149
20.506,-0.0087961
20.509,-0.0074432
20.524,-0.00068316
20.602,0.032556
20.991,0.13687
21.042,0.13843
21.093,0.13679
21.348,0.085417
21.756,-0.06577
22.179,-0.12136
22.596,-0.011876
22.609,-0.0072568
22.622,-0.0026376
22.686,0.020213
23.01,0.10452
23.222,0.11065
23.435,0.074344
23.861,-0.05449
24.296,-0.098472
24.729,-0.00067035
25.16,0.090289
25.271,0.093204
25.382,0.085979
25.826,-0.011332
26.264,-0.084331
26.321,-0.084549
26.377,-0.082394
26.658,-0.041103
26.884,0.011751
27.109,0.057403
27.57,0.060965
28.037,-0.031605
28.496,-0.066883
28.962,0.0053707
29.427,0.06318
29.457,0.063312
29.487,0.06294
29.636,0.053854
30,-0.0024551
